"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ARID1A",1.77559378616449e-18,-0.804526823802064,0.062,0.106,4.81398987304916e-14
"UBA2",1.95930073687206e-18,-0.598642717399072,0.078,0.126,5.31205615780753e-14
"NBR1",1.99518904079953e-18,-0.827927348914977,0.061,0.105,5.40935652741568e-14
"LSAMP",2.04919788558717e-18,-0.666561177061837,0.074,0.121,5.55578530740393e-14
"OSBPL1A",2.0706313939771e-18,-0.751947707764487,0.082,0.13,5.6138958353507e-14
"WDR43",2.14034826020475e-18,-0.805449115692761,0.062,0.105,5.80291220306712e-14
"PSMD14",2.31825055560977e-18,0.687044523666079,0.15,0.095,6.2852409063692e-14
"NF1",2.45742377714316e-18,-0.877435828739251,0.06,0.102,6.66256734459053e-14
"FLNA",2.49387735311558e-18,0.602604714033664,0.241,0.177,6.76140027976696e-14
"NDUFB7",2.71152887394747e-18,0.473758455033023,0.276,0.206,7.35149708304637e-14
"IGLC2",2.82732355107891e-18,7.25553421805211,0.131,0.084,7.66543961168514e-14
"USP33",2.944725414089e-18,-0.6859249802838,0.079,0.127,7.9837395426781e-14
"SSB",3.26222422499091e-18,0.376779346304297,0.301,0.227,8.84454231879535e-14
"RALB",3.35225836503749e-18,0.775708023026368,0.116,0.067,9.08864287928965e-14
"ACSL3",3.79685792292367e-18,-0.67167883293309,0.117,0.171,1.02940412006306e-13
"PCYOX1",3.82314780126364e-18,-0.678362207888164,0.076,0.123,1.0365318318786e-13
"MRPS21",4.27022328337194e-18,0.4835575715015,0.273,0.205,1.1577429365878e-13
"PSMA3",4.70157789512645e-18,0.584299336267289,0.194,0.133,1.27469179892668e-13
"TMX1",4.73548340206378e-18,0.796255728525634,0.124,0.075,1.28388425996753e-13
"PLS3",5.8409293674983e-18,-0.578678253845739,0.063,0.107,1.58359277011614e-13
"SH3GLB1",6.043889679709e-18,0.419057559576961,0.253,0.184,1.6386193699627e-13
"GAS6",6.26468268280241e-18,-0.659606000632515,0.111,0.164,1.69848076896139e-13
"TXNL4A",6.33992103868195e-18,0.577514943516968,0.185,0.125,1.71887939200745e-13
"CAPN2",7.06527846326648e-18,-0.576127945715443,0.108,0.162,1.91553829696081e-13
"RECQL",7.66413947731697e-18,0.744379088664538,0.115,0.067,2.07790149509018e-13
"DERL2",7.9647683761504e-18,0.791492275387148,0.109,0.062,2.1594080021419e-13
"AHSA1",8.72454060636997e-18,-0.669228972840994,0.093,0.142,2.36539744919903e-13
"PTGES3",8.79818009309114e-18,-0.418241070490189,0.358,0.423,2.38536258683887e-13
"SVIP",8.96124146047937e-18,-0.733839233548452,0.065,0.109,2.42957178476517e-13
"AC022217.4",9.90343387897901e-18,-0.744235682705793,0.062,0.105,2.68501899326879e-13
"STXBP3",1.01789076254408e-17,-0.731082259536005,0.07,0.115,2.7597054354095e-13
"GADD45GIP1",1.02765557271631e-17,0.42835116121767,0.272,0.202,2.78617978874847e-13
"IVNS1ABP",1.15609442826276e-17,-0.777868882252335,0.106,0.158,3.134403213906e-13
"TOM1",1.19602897908352e-17,0.791434778407762,0.11,0.063,3.24267376809123e-13
"SRM",1.2409978353173e-17,0.670993311309874,0.137,0.086,3.36459333111225e-13
"CRBN",1.27458799593252e-17,-0.719233072826928,0.062,0.104,3.45566297457225e-13
"SCCPDH",1.35834347258515e-17,0.607820645529548,0.153,0.098,3.68274082287285e-13
"FAM174C",1.37092558252384e-17,0.615221261305236,0.158,0.103,3.71685343933864e-13
"PTEN",1.43833646047219e-17,-0.628762263230008,0.099,0.151,3.89961781163221e-13
"SCOC",1.56197684231714e-17,-0.655435811038656,0.087,0.135,4.23483161489024e-13
"AURKAIP1",1.70181940723138e-17,0.581155706026131,0.215,0.154,4.61397277688571e-13
"PFKL",1.74300084892737e-17,0.585439282924961,0.167,0.11,4.7256239016119e-13
"MIEN1",1.79913521552074e-17,0.884659636037925,0.189,0.132,4.87781539631984e-13
"SF3A1",1.93929888243663e-17,-0.658718128302775,0.072,0.117,5.25782713006218e-13
"NECAP2",2.49517693690327e-17,0.755488207242507,0.113,0.066,6.76492371133215e-13
"ELF1",3.55954568566398e-17,-0.809606741166417,0.139,0.193,9.65064026297218e-13
"IMP3",4.08477595287954e-17,-0.61073355285082,0.103,0.154,1.1074644563447e-12
"CAND1",4.39444162735569e-17,-0.689099500650609,0.061,0.103,1.19142101400867e-12
"OAZ2",5.66166407001912e-17,0.730792419031247,0.135,0.085,1.53499036266358e-12
"NCOR1",6.54748689259789e-17,-0.56471351455774,0.156,0.213,1.77515464632114e-12
"RAB6A",6.89226386609131e-17,-0.783201208567555,0.068,0.11,1.86863057937468e-12
"SMIM14",7.37585305034071e-17,-0.499553844762432,0.133,0.189,1.99974127900837e-12
"TFPI",7.81366909493111e-17,-0.718406926783567,0.062,0.103,2.11844196501772e-12
"SRRM1",8.14229654942365e-17,-0.424488563313047,0.223,0.289,2.20753944047974e-12
"SERPINF1",8.28906641286618e-17,0.660572312304888,0.178,0.122,2.24733168585628e-12
"GTF3A",8.42286783921134e-17,0.492543658158199,0.19,0.131,2.28360792856698e-12
"SUPT6H",9.04364713421613e-17,-0.767729836806903,0.061,0.103,2.45191361102868e-12
"OTUD6B-AS1",1.05171761219882e-16,-0.770506921477476,0.063,0.105,2.85141679019344e-12
"ITGAV",1.19551372559293e-16,0.650104496628823,0.123,0.076,3.24127681282756e-12
"SMARCA5",1.20323066339175e-16,-0.473405577101068,0.197,0.259,3.26219897458771e-12
"NDUFA12",1.39937119846724e-16,0.562818473114836,0.187,0.13,3.79397519328438e-12
"IGBP1",1.43600029037397e-16,-0.650927582865545,0.079,0.125,3.8932839872619e-12
"SRA1",1.6602537752526e-16,0.61062342733275,0.13,0.081,4.50128003546485e-12
"SPARC",1.68428793826124e-16,2.9768557226202,0.15,0.238,4.56644145821388e-12
"NDUFB5",1.84701945275284e-16,0.574407589957354,0.178,0.122,5.0076391403035e-12
"VPS35",1.90174443888685e-16,0.555998149174058,0.179,0.123,5.15600952271002e-12
"SEL1L",1.93836447154141e-16,0.708175988139232,0.141,0.091,5.25529375524306e-12
"CDV3",2.25466661479822e-16,0.371253076799111,0.268,0.2,6.11285212604093e-12
"TIAL1",2.42522765494392e-16,-0.631834939705551,0.085,0.131,6.57527721808395e-12
"EMC7",2.71292115069879e-16,0.588700123242555,0.156,0.103,7.35527182377457e-12
"ZBTB1",2.85257255758505e-16,-0.789860894728871,0.084,0.128,7.73389471812458e-12
"MRPL40",3.20975469879574e-16,0.649623397819566,0.124,0.077,8.70228693937502e-12
"CREBL2",3.56294771350709e-16,0.825680297449424,0.101,0.058,9.65986384086041e-12
"SDCCAG8",4.21365204675699e-16,0.51321586343704,0.189,0.132,1.14240534291675e-11
"PSMC3",4.42196750780728e-16,0.565199067266162,0.17,0.116,1.19888383071671e-11
"ERLEC1",4.4689604272346e-16,0.593478497957006,0.18,0.125,1.21162455103184e-11
"COA3",6.90696953782729e-16,0.595282802736345,0.181,0.126,1.87261758109574e-11
"IWS1",7.37038590106561e-16,-0.76737850577712,0.06,0.1,1.99825902549691e-11
"MAP3K13",7.40287728873164e-16,-0.624954453977551,0.094,0.141,2.00706809052092e-11
"ALDH9A1",7.89997876957309e-16,-0.628637368842025,0.086,0.131,2.14184224400666e-11
"CHCHD2",7.93762597389339e-16,0.356864311306652,0.527,0.468,2.15204915404198e-11
"VAT1",8.41263196323548e-16,0.589238724609841,0.147,0.096,2.2808327778724e-11
"CNN2",8.41310667484911e-16,-0.448564131528302,0.115,0.168,2.28096148168509e-11
"GOLPH3",8.43879323595688e-16,-0.627088970471911,0.072,0.115,2.28792562213263e-11
"ANAPC16",8.76075998652518e-16,-0.420476607083754,0.209,0.27,2.37521724754671e-11
"ACYP2",8.83010314514764e-16,-0.762639118419656,0.063,0.103,2.39401756471243e-11
"NUCB2",9.35518866704161e-16,0.494482547883257,0.298,0.235,2.53637875140832e-11
"ITGB1",9.7267769189629e-16,0.580053744431134,0.357,0.296,2.63712375826922e-11
"FKBP4",9.89993733713815e-16,-0.652147154678013,0.097,0.144,2.68407101084489e-11
"CWC22",1.10665462644704e-15,-0.763229003504675,0.084,0.128,3.00036202322322e-11
"CCNH",1.1167194821995e-15,-0.951079167119298,0.074,0.116,3.02764986013929e-11
"DNTTIP2",1.29779984504381e-15,-0.618849831257629,0.117,0.167,3.51859493988277e-11
"PRMT2",1.30155346275072e-15,-0.530219989217336,0.182,0.238,3.52877174820975e-11
"APOL6",1.31853548795598e-15,0.733649186367426,0.11,0.067,3.57481341494625e-11
"TMEM18",1.32550959158059e-15,-0.6965063400337,0.062,0.101,3.59372160469329e-11
"MRPS34",1.42977632052724e-15,0.564547814410725,0.176,0.122,3.87640956021344e-11
"GNPTAB",1.4357230409751e-15,0.677132223466616,0.105,0.062,3.89253230869169e-11
"HES4",1.55110741559529e-15,-0.372674112540944,0.082,0.127,4.20536242516194e-11
"DDRGK1",1.59169269765112e-15,0.773679181747356,0.113,0.069,4.31539724187172e-11
"PDE4B",1.71271520815648e-15,-1.13933599133387,0.078,0.119,4.64351347235384e-11
"PTGES2",1.84499208467463e-15,0.734350238444436,0.11,0.066,5.00214253996985e-11
"EID1",1.91904169947475e-15,-0.284883107735842,0.25,0.32,5.20290585561593e-11
"NUTF2",1.93211862403462e-15,0.722769254183095,0.119,0.074,5.23836001348265e-11
"ACSL4",2.04291444730601e-15,0.535384235269782,0.148,0.097,5.53874964953605e-11
"PAPOLA",2.14718518456138e-15,-0.453784825790633,0.179,0.237,5.82144847238281e-11
"PARVA",2.1913131903588e-15,-0.422684502294887,0.09,0.137,5.94108832170078e-11
"GBP1",2.36760587519441e-15,0.791554116659432,0.162,0.111,6.41905304882707e-11
"LARS1",2.59936988361936e-15,-0.615157166377273,0.105,0.152,7.0474116284688e-11
"PABPC1",2.79027804179201e-15,-0.278837816723036,0.907,0.9,7.5650018269065e-11
"LAMTOR5",2.84346006283233e-15,0.432471696580481,0.243,0.181,7.70918892235102e-11
"SUZ12",2.93450232664555e-15,-0.623548438649821,0.081,0.124,7.95602270800142e-11
"RTL8C",3.10111102166012e-15,0.657487721496458,0.165,0.114,8.40773220192493e-11
"UFD1",3.51966540297603e-15,0.702057771321456,0.11,0.067,9.54251684054862e-11
"IFI27L2",3.60242489263318e-15,0.473217714756495,0.165,0.112,9.76689436890707e-11
"MRPS14",3.65549723283623e-15,0.664544857378155,0.119,0.074,9.91078409766559e-11
"DCXR",3.73391004768643e-15,-0.455786923880721,0.152,0.208,1.01233769212875e-10
"BIRC6",3.91030877204063e-15,-0.784634212934955,0.066,0.105,1.06016291427566e-10
"SF3B5",4.26180732416077e-15,0.434739086936462,0.278,0.216,1.15546120172647e-10
"PPP1R18",4.32029791654842e-15,0.461852719952808,0.158,0.106,1.17131917113461e-10
"SF3B6",4.37555456276414e-15,-0.369322659938559,0.236,0.298,1.18630035305661e-10
"KRT10",4.39653911273605e-15,-0.427193188886421,0.209,0.268,1.191989684245e-10
"USP16",5.61797473902227e-15,-0.641923574933914,0.096,0.141,1.52314531124372e-10
"SCP2",5.67039049010219e-15,0.364934074605322,0.257,0.193,1.53735626967651e-10
"IQGAP1",5.67521155920543e-15,0.309405033543639,0.322,0.256,1.53866335793177e-10
"GSTK1",6.06660729287662e-15,0.342396352278633,0.287,0.221,1.64477856924471e-10
"FIBP",6.1644760390715e-15,0.651978126815398,0.111,0.068,1.67131274371307e-10
"MRPL41",8.45290643963808e-15,0.536718008028413,0.183,0.13,2.29175199391468e-10
"H2AJ",8.62848049359883e-15,0.791192682135947,0.296,0.248,2.33935363142451e-10
"CDC73",8.79134586223349e-15,-0.690133431786746,0.066,0.105,2.38350969016874e-10
"MYL6B",1.43257365844574e-14,-0.712411206070019,0.077,0.118,3.88399370277809e-10
"NOP56",1.50475279173667e-14,-0.560685504445587,0.09,0.134,4.07968576895647e-10
"HNRNPH2",1.61753157322433e-14,-0.604246748469975,0.073,0.114,4.3854516013258e-10
"H1-2",1.6549621550415e-14,-0.717105726595965,0.191,0.243,4.48693339474852e-10
"GNAQ",1.7698529688193e-14,-0.817531982111161,0.066,0.104,4.79842536906288e-10
"MRPS7",1.82780717574804e-14,0.612361252021044,0.137,0.09,4.95555081488808e-10
"LAGE3",1.88647588727642e-14,0.684239265484966,0.133,0.087,5.11461342558382e-10
"SVBP",1.90763626753711e-14,0.754418482132726,0.109,0.068,5.17198344854662e-10
"CD2AP",2.00025177186983e-14,-0.609906905690071,0.091,0.134,5.42308260389349e-10
"GALNT1",2.20401714251113e-14,0.645685493905021,0.169,0.119,5.97553127677618e-10
"TIMM10",2.23501928187845e-14,0.656310625719225,0.121,0.077,6.05958427702885e-10
"ATXN2L",2.26524407005415e-14,-0.478720471023455,0.133,0.184,6.14152972273081e-10
"YY1",2.34108442202742e-14,-0.551815442278974,0.134,0.183,6.34714808500075e-10
"HADHB",2.39258535452503e-14,0.414924044323534,0.216,0.159,6.48677741318825e-10
"WDR33",3.73149822846974e-14,-0.662620380215721,0.069,0.107,1.01168379970272e-09
"TFF3",3.75086867836481e-14,-1.38566596596578,0.108,0.151,1.01693551607827e-09
"SNRPB2",3.83603021527378e-14,0.472520345662971,0.2,0.145,1.04002451196503e-09
"HNRNPK",4.00082800490561e-14,-0.297428083477042,0.331,0.393,1.08470448869001e-09
"SERBP1",4.11800323678318e-14,-0.39509712152789,0.228,0.287,1.11647303755666e-09
"GOSR1",4.30496022439588e-14,-0.65165928397211,0.067,0.105,1.16716081603821e-09
"ATXN1",4.50178564601015e-14,-1.13321141386116,0.072,0.11,1.22052412434627e-09
"LTBR",5.60278408238581e-14,0.611099508199119,0.124,0.08,1.51902682041644e-09
"NSMCE2",5.86048327785175e-14,-0.751186921402998,0.079,0.119,1.58889422629117e-09
"MVP",6.02448119943437e-14,0.691587401862142,0.11,0.069,1.63335734279065e-09
"TNFAIP3",7.87323028989597e-14,-0.96690413428098,0.14,0.188,2.1345901961966e-09
"MIS18BP1",7.96099066457502e-14,0.604439555709377,0.121,0.078,2.15838378897958e-09
"ETV6",8.09286998728088e-14,-1.00102916756444,0.098,0.139,2.19413891095159e-09
"TFAM",8.38930299348236e-14,-0.688336775260975,0.071,0.109,2.27450782759294e-09
"SUPT16H",8.71624888554813e-14,-0.469739102099306,0.145,0.196,2.36314939784981e-09
"MAL2",8.92890547614964e-14,-0.419696141612549,0.078,0.119,2.42080485269369e-09
"TCEAL1",1.06634471902281e-13,-0.266750183208444,0.091,0.136,2.89107380221465e-09
"CCDC47",1.12452530429699e-13,-0.536041667840454,0.104,0.149,3.04881300501e-09
"TPR",1.14741311304055e-13,-0.450804475469111,0.195,0.249,3.11086643207554e-09
"SERINC1",1.15706435072511e-13,-0.4467083128041,0.168,0.221,3.13703286768592e-09
"TOR1AIP1",1.17372206543116e-13,-0.629648761677584,0.072,0.111,3.18219526379695e-09
"SERPING1",1.18406681870531e-13,-0.568597334565213,0.301,0.35,3.21024195887383e-09
"PHF20",1.24421848096839e-13,-0.625794909490691,0.081,0.121,3.3733251456015e-09
"POLR2J",1.25500569903287e-13,0.484865821834883,0.177,0.126,3.40257145121793e-09
"ARL8A",1.35174920119349e-13,0.601331847409149,0.134,0.09,3.66486243427579e-09
"DHRS7",1.41423985554245e-13,0.373670154241784,0.251,0.191,3.83428709634670e-09
"STX4",1.49917954976435e-13,0.701691299630481,0.1,0.061,4.06457559532111e-09
"PGLS",1.71862063101821e-13,0.559824531150917,0.15,0.103,4.65952425481657e-09
"PDCD5",1.76248738243252e-13,0.445203032487877,0.204,0.15,4.77845579125106e-09
"PITHD1",1.89491207990702e-13,-0.710071067615502,0.064,0.101,5.1374856310439e-09
"IGF2R",2.25417267946889e-13,0.55423499545434,0.123,0.08,6.11151296857605e-09
"ARFGEF1",2.61130773832876e-13,-0.730662162388749,0.064,0.1,7.07977754015692e-09
"MT1G",2.72654702325259e-13,1.20154833448996,0.109,0.071,7.39221428944243e-09
"EIF2S2",2.75697366636317e-13,0.419983052995903,0.222,0.167,7.47470700424382e-09
"RAB11A",2.90163993064868e-13,-0.413309419109268,0.161,0.213,7.8669261799747e-09
"SMU1",2.91039857518048e-13,-0.625623786189292,0.071,0.109,7.89067261702931e-09
"IER5L",3.05566029516960e-13,-0.675209636208359,0.072,0.11,8.28450619226383e-09
"MRPL20",3.41173230224084e-13,0.4358375528528,0.22,0.166,9.24988861783537e-09
"ANKRD12",3.4231532836719e-13,-0.647452030445743,0.099,0.141,9.28085318269125e-09
"CLIP1",3.60543462257935e-13,-0.700745275343409,0.096,0.138,9.77505434873714e-09
"SDF4",3.73028419871448e-13,0.464703333488206,0.194,0.142,1.01135465195547e-08
"RFC1",3.73549990692001e-13,-0.611735229883322,0.077,0.116,1.01276873476415e-08
"MRPS30",3.91262956615245e-13,-0.683598856254311,0.078,0.117,1.06079212797525e-08
"VAPA",4.0644832202332e-13,-0.383536403997538,0.239,0.295,1.10196269066963e-08
"SCAMP3",4.07101834599737e-13,0.622504271471368,0.113,0.073,1.10373449396681e-08
"XRN1",4.28477836260982e-13,-0.687032409897189,0.069,0.106,1.16168910967078e-08
"GTF3C6",4.76349985731837e-13,0.618009254253455,0.131,0.088,1.29148008131616e-08
"SLC30A9",4.91247075480781e-13,-0.632218329301453,0.067,0.104,1.33186907104349e-08
"ARFGAP3",5.15304796995853e-13,0.58390704542656,0.125,0.083,1.39709436561516e-08
"SHOC2",5.44392754297656e-13,-0.595542679589115,0.093,0.134,1.4759576354518e-08
"PRPF38B",5.59507597298933e-13,-0.464622473087669,0.147,0.196,1.51693699779687e-08
"TWISTNB",5.64499555165896e-13,-0.611036829266916,0.093,0.134,1.53047119396578e-08
"MTLN",5.64521179740862e-13,0.552263170749616,0.134,0.09,1.53052982251343e-08
"PTPRA",5.67450046827518e-13,-0.510944775053151,0.108,0.152,1.53847056695877e-08
"B4GALT1",5.82612364332068e-13,-0.992033846036533,0.082,0.12,1.5795786421771e-08
"TPRG1",7.12998054059053e-13,-0.81369369868966,0.084,0.122,1.9330803241649e-08
"CD164",7.26971480523837e-13,0.255457859687854,0.387,0.319,1.97096507799623e-08
"SEC23B",7.34469626437842e-13,0.668183642621631,0.123,0.082,1.99129405119828e-08
"HTRA1",7.67734252700503e-13,0.443434050994779,0.22,0.166,2.0814811059216e-08
"BRD4",8.11627382165525e-13,-0.583740243708605,0.081,0.12,2.20048415852717e-08
"TUT7",8.24953682903557e-13,-0.70099177370464,0.088,0.128,2.23661442508812e-08
"TM2D2",8.30580464358419e-13,0.674491473322995,0.101,0.063,2.25186975496854e-08
"PAFAH1B1",8.86023276024604e-13,-0.543841372602494,0.125,0.17,2.40218630595791e-08
"GNB2",8.87001322786371e-13,0.334597981718226,0.315,0.255,2.40483798633841e-08
"G3BP1",9.03031294383593e-13,-0.490804747265774,0.1,0.143,2.4482984453328e-08
"ANXA1",9.12255910054056e-13,-0.811134210913011,0.48,0.489,2.47330822333856e-08
"HCFC1R1",1.2121644632078e-12,0.586765091377972,0.167,0.121,3.286420292649e-08
"SLC50A1",1.22183152553474e-12,0.730838956830347,0.111,0.072,3.31262963202978e-08
"UBL3",1.2357894477802e-12,-0.641636899316301,0.083,0.122,3.35047235082167e-08
"SDHB",1.26240158097998e-12,0.467143969757288,0.183,0.133,3.42262316635293e-08
"ETFB",1.32046324158872e-12,0.619968778655505,0.126,0.085,3.58003994059533e-08
"PPP1R2",1.43736265012739e-12,-0.612317599406598,0.088,0.127,3.89697761702538e-08
"ATP5F1A",1.45078901782312e-12,0.27287848019198,0.411,0.347,3.93337918512205e-08
"WBP11",1.46624489139271e-12,-0.533193305531424,0.089,0.129,3.97528314954391e-08
"AFF3",1.58037248434598e-12,-0.805995487614038,0.08,0.119,4.28470587955883e-08
"ENSA",1.58821812090664e-12,-0.361546841560346,0.219,0.274,4.30597696940208e-08
"IST1",1.90776451299209e-12,-0.601020119354999,0.072,0.108,5.17233114762416e-08
"NDUFB4",2.17206396968599e-12,0.427571236860901,0.39,0.339,5.88889983461267e-08
"SAR1A",2.20570702263809e-12,0.596836531168471,0.137,0.094,5.98011287977638e-08
"AIMP1",2.25078674212849e-12,-0.508901917366568,0.106,0.148,6.10233301525875e-08
"C1orf43",2.42901047035024e-12,0.436592942132934,0.203,0.153,6.58553318721357e-08
"URI1",2.51203992000658e-12,-0.54549328139983,0.081,0.12,6.81064263112183e-08
"KPNA4",2.84740012102881e-12,-0.592145343052812,0.084,0.122,7.71987120813331e-08
"MRPS23",2.86167077434524e-12,0.644240201122663,0.117,0.077,7.75856180340481e-08
"LMO4",3.34552103309893e-12,-0.536525355457177,0.124,0.168,9.07037662493783e-08
"TMCO1",3.48154960345534e-12,0.496429980951054,0.22,0.171,9.43917728488812e-08
"DYNLT1",3.81644840997811e-12,0.426864577740606,0.255,0.201,1.03471549291327e-07
"APH1A",4.14178238425854e-12,0.497184742309201,0.17,0.123,1.12292004002018e-07
"UBE2E3",4.15893210328092e-12,-0.635242138401181,0.068,0.103,1.12756967184152e-07
"SCAND1",4.44579227813803e-12,0.326454808409612,0.247,0.191,1.20534320244878e-07
"CXCL1",4.91625442864214e-12,-0.388169230043084,0.09,0.131,1.33289490069346e-07
"TEX264",5.0344381316131e-12,0.549219370082395,0.132,0.091,1.36493686624294e-07
"BRK1",5.10133850445453e-12,0.279400287316176,0.377,0.317,1.38307489532771e-07
"FLII",5.58261691378085e-12,0.375504664090572,0.19,0.14,1.51355909766426e-07
"UBE2A",5.5997579191783e-12,0.458869749735625,0.149,0.105,1.51820636704762e-07
"EPS8",5.654249056203e-12,-0.49812543371417,0.084,0.123,1.53298000411776e-07
"MRPL24",5.8399335864101e-12,0.683612553702956,0.114,0.076,1.58332279394751e-07
"LINC00963",5.96409766045841e-12,-0.673352845074419,0.066,0.1,1.61698615770348e-07
"VTI1B",6.86668584495453e-12,0.546096618730025,0.121,0.082,1.86169586628407e-07
"MEF2D",6.93753274890113e-12,-0.655480475828397,0.075,0.111,1.88090387888207e-07
"CLNS1A",7.2556112545684e-12,-0.50486840757657,0.112,0.154,1.96714132333858e-07
"MRPL27",8.05698026914848e-12,0.661768742262239,0.133,0.093,2.18440849057154e-07
"MCTS1",8.43300030009244e-12,0.627043431086536,0.107,0.07,2.28635504136106e-07
"RHOC",8.64797669062536e-12,0.49346232646963,0.254,0.206,2.34463944036235e-07
"LY6E",8.90542234178068e-12,-0.353146731822803,0.41,0.463,2.41443810530358e-07
"NONO",8.97562371198105e-12,-0.498873978373417,0.117,0.16,2.4334711007923e-07
"ZNF207",9.50075546274025e-12,-0.54332434378415,0.096,0.135,2.57584482105814e-07
"NDUFB10",1.01613790247673e-11,0.410652134760544,0.262,0.21,2.75495308119491e-07
"PCBD1",1.0189242485871e-11,0.391570466689695,0.217,0.166,2.76250742276935e-07
"SPDEF",1.04094550916961e-11,-0.447834391987762,0.082,0.12,2.82221146446065e-07
"CTNNA1",1.07971428591372e-11,-0.387205406040144,0.249,0.301,2.92732137196927e-07
"PRPF4B",1.13635981323483e-11,-0.525274740977888,0.135,0.178,3.08089872564228e-07
"DDOST",1.39660375983461e-11,0.507444633446194,0.149,0.106,3.78647211366361e-07
"CAT",1.4083030879741e-11,0.533153826862795,0.143,0.101,3.81819133211539e-07
"TAPBP",1.43735154831206e-11,0.413762525989192,0.185,0.138,3.89694751778365e-07
"GBP2",1.49477214505815e-11,-0.558766785054006,0.144,0.189,4.05262623968165e-07
"MBNL1",1.65153224856406e-11,-0.957326465956836,0.2,0.242,4.47763423230688e-07
"CMC1",1.80698912005044e-11,0.547516943768089,0.118,0.079,4.89910890228076e-07
"OTUD5",1.87447592884638e-11,-0.496817483595673,0.089,0.128,5.0820791382883e-07
"SPAG9",2.18701338250482e-11,-0.696715938980621,0.11,0.149,5.92943068264706e-07
"MRPL14",2.18715659726294e-11,0.597937049832094,0.17,0.127,5.92981896649928e-07
"MDM2",2.21852919347082e-11,-0.483105916489231,0.081,0.118,6.01487634933808e-07
"HMG20B",2.29992578855544e-11,-0.385647490757473,0.115,0.157,6.23555879793151e-07
"CYP27A1",3.24114273253143e-11,1.05059792357566,0.103,0.069,8.78738617643922e-07
"SSBP1",3.60870386442267e-11,0.332778349717036,0.273,0.219,9.78391791722273e-07
"RHOQ",3.64020652763027e-11,0.589732071754439,0.101,0.066,9.86932793771119e-07
"RAN",4.31849355785436e-11,0.323035930793442,0.361,0.307,1.17082997340547e-06
"NFIC",5.08835311817489e-11,-0.435099281085861,0.115,0.156,1.37955429739958e-06
"MSRB2",5.1812299228442e-11,0.536319848595237,0.126,0.088,1.40473505668152e-06
"ZBTB7A",5.28388417447278e-11,-0.548859827387916,0.073,0.107,1.43256667738306e-06
"GSTM3",5.36786441151455e-11,0.686054428101284,0.123,0.176,1.45533539924982e-06
"CA12",5.37399177589186e-11,-0.551401444580897,0.107,0.147,1.4569966502798e-06
"PRKAR1A",6.16542856432437e-11,-0.363450031508734,0.147,0.193,1.67157099235962e-06
"PMPCB",6.5425613778714e-11,-0.562966773583292,0.067,0.1,1.77381924076849e-06
"CTCF",6.60961426098636e-11,-0.647215878926614,0.068,0.1,1.79199861843862e-06
"GOLGA2",6.617393330294e-11,-0.409799873399369,0.117,0.159,1.79410767970931e-06
"LRP10",6.86543714760951e-11,-0.464471255117729,0.109,0.149,1.86135731945989e-06
"UBTF",6.93758642278406e-11,-0.436480869202838,0.133,0.176,1.88091843094521e-06
"TMF1",6.99423566654444e-11,-0.47017627904999,0.12,0.161,1.89627717391353e-06
"PSMD2",7.99878414678325e-11,0.526271220593297,0.144,0.103,2.16863035787588e-06
"SEPTIN2",8.05611781413383e-11,0.342396352278633,0.261,0.21,2.18417466176796e-06
"PTS",8.28960126796911e-11,-0.579620751280451,0.075,0.109,2.24747669577179e-06
"SLC25A24",9.14877138781688e-11,0.434191188796499,0.162,0.119,2.48041489866491e-06
"MRPL36",9.74611007772442e-11,0.567700956761549,0.12,0.083,2.64236536427265e-06
"RPS19BP1",1.00528117618763e-10,0.427313974219128,0.166,0.123,2.7255183248799e-06
"MAPK1IP1L",1.11128633582937e-10,-0.547109676943524,0.098,0.135,3.01291951370059e-06
"SDHC",1.11768690007016e-10,0.471877846059841,0.153,0.112,3.03027272347021e-06
"NEU1",1.11846556539473e-10,-0.613341347545324,0.135,0.175,3.03238384089819e-06
"GSN",1.24988219950725e-10,-0.705032445502794,0.331,0.365,3.38868061930406e-06
"HMGN3",1.29393899684168e-10,-0.398368704306321,0.155,0.199,3.50812740823715e-06
"TUFM",1.33828823700153e-10,0.353431874690656,0.207,0.159,3.62836706815856e-06
"CKS2",1.46356694199805e-10,-0.257443008391514,0.09,0.127,3.96802269314511e-06
"ARPP19",1.49126189595372e-10,-0.538325208538313,0.069,0.101,4.04310925230973e-06
"MAP7D1",1.67573403342491e-10,0.46978180875642,0.136,0.096,4.5432501114216e-06
"PTPN12",1.6950056677522e-10,0.407338244697315,0.15,0.109,4.59549936640976e-06
"GRPEL1",1.71768286357874e-10,-0.541602660969958,0.082,0.116,4.65698177973467e-06
"CXXC5",1.8957974241962e-10,-0.623897710434397,0.076,0.11,5.13988597648075e-06
"KRCC1",2.17898775123385e-10,-0.580779326917375,0.072,0.104,5.9076715911452e-06
"MPG",2.24160352383556e-10,0.531381313989236,0.131,0.093,6.07743547382297e-06
"ZFAND6",2.29243292397048e-10,-0.498371249874399,0.118,0.157,6.21524414346878e-06
"UBXN1",2.29684149202429e-10,-0.360902699190674,0.214,0.262,6.22719665317627e-06
"SIL1",2.3321828420733e-10,0.545976907902185,0.105,0.07,6.32301412142913e-06
"TOP1",2.38085342533583e-10,-0.516634604551294,0.163,0.206,6.45496980677051e-06
"ANAPC5",2.45704610646995e-10,-0.44732867575718,0.109,0.148,6.66154340386133e-06
