"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"IL4I1",2.77122043810089e-208,4.68936957661232,0.211,0.011,7.51333285177913e-204
"CCDC88A",3.68149267708737e-208,2.92365488423637,0.257,0.037,9.98126294611928e-204
"SPTBN1",1.20819514748245e-207,-2.02553204782052,0.072,0.272,3.27565868385442e-203
"INTS6",2.97680901187252e-207,-2.76211875951739,0.038,0.207,8.07072459298877e-203
"GPR34",4.81590247187055e-207,6.3340372846744,0.195,0.003,1.30568747817354e-202
"TNFSF13B",2.34542540543679e-206,3.67643334639176,0.225,0.019,6.35891735922024e-202
"SFN",4.21020772637134e-206,-3.67032488882275,0.021,0.17,1.1414715187738e-201
"C4orf48",1.14498349771463e-204,2.08816084294408,0.316,0.075,3.10427925900391e-200
"RHOG",2.39166203139027e-204,2.40939977184496,0.291,0.06,6.48427409950531e-200
"TRA2A",5.83299923854211e-204,-2.18966669818989,0.062,0.251,1.58144275355354e-199
"HCST",1.44697211584489e-203,2.19556739749204,0.278,0.049,3.92303080047865e-199
"HAVCR2",1.50871885181941e-203,3.75968242945527,0.215,0.014,4.09043855105279e-199
"EEF1B2",1.89829644520551e-203,-1.07691877784809,0.403,0.639,5.14666132224119e-199
"PLEKHA4",7.70125104801822e-203,-2.6469766432093,0.037,0.203,2.0879631841387e-198
"TRIM29",2.80810589452748e-202,-5.45378349422229,0.003,0.118,7.61333670124291e-198
"RAB31",7.80869866589054e-201,1.5796315812451,0.355,0.099,2.11709438229624e-196
"DNASE2",3.66707599187173e-199,2.42961030281139,0.301,0.071,9.94217642916264e-195
"MECOM",6.54551296568724e-199,-1.31615299456919,0.222,0.47,1.77461947525712e-194
"ZBTB20",2.18797069585907e-198,-2.43695850215656,0.062,0.247,5.9320261506131e-194
"MERTK",3.00247197026148e-198,3.53954282245597,0.225,0.023,8.14030200577293e-194
"SLC25A25",5.37170465604926e-198,-3.19583683406626,0.022,0.167,1.45637656634808e-193
"RASAL2",1.40702384098374e-197,-1.87478464241247,0.091,0.295,3.81472303767513e-193
"RPL27A",2.23390494548885e-197,-0.691096140493468,0.91,0.914,6.05656308820937e-193
"CXCL14",9.58285860856347e-197,-1.76304971195808,0.027,0.18,2.59810462595373e-192
"CD300A",1.61223329697319e-196,4.39479805023845,0.198,0.009,4.37108691475372e-192
"TUBB2A",6.8585791032575e-196,-2.52234605193649,0.062,0.243,1.85949796647517e-191
"LIMS1",7.27965007689189e-196,2.14553902304932,0.306,0.074,1.97365872884693e-191
"DMD",1.47577558845982e-195,-4.02755325747167,0.013,0.145,4.00112277543225e-191
"RPS7",1.84155940219128e-195,-0.926259985684017,0.541,0.727,4.99283585122099e-191
"RPS19",2.66822079331145e-195,-0.717648350102043,0.948,0.94,7.23408021482601e-191
"GIMAP4",3.26495588466122e-195,2.66325141250077,0.256,0.041,8.85194839449351e-191
"PYCARD",2.00733318424001e-193,1.85154307130105,0.357,0.114,5.44228172911153e-189
"GAREM1",2.7404292291887e-193,-1.86828264849402,0.082,0.279,7.42985172617641e-189
"RPS13",3.51287280336317e-193,-0.663700835459015,0.827,0.886,9.52410074447823e-189
"RACK1",5.2274467172392e-193,-0.881332361885448,0.625,0.778,1.41726535397789e-188
"TUBA1B",5.35169578593131e-193,1.30398305132895,0.703,0.547,1.4509517614817e-188
"LAP3",8.69514625638358e-193,2.05250801923517,0.335,0.1,2.35742805303072e-188
"MARCO",1.96063473221525e-192,6.93500593462123,0.184,0.004,5.31567288598197e-188
"ARL4D",2.21698103458669e-192,-3.438806281923,0.017,0.154,6.01067898097142e-188
"RPS16",2.76312927629577e-192,-0.693159002487479,0.804,0.872,7.49139609389308e-188
"FXYD5",3.03518239532463e-192,1.61401257810877,0.399,0.147,8.22898651020413e-188
"ITM2A",5.29698416430622e-192,-3.07976558143359,0.015,0.149,1.4361183466267e-187
"RASD1",5.35446015652978e-192,-2.58294264280948,0.043,0.209,1.45170123763835e-187
"RHOB",5.78995768464449e-192,-1.57351984203067,0.216,0.448,1.56977332746081e-187
"UCP2",6.54845905736798e-191,2.25596161784347,0.298,0.072,1.77541821963361e-186
"PLAU",1.04068441278065e-190,2.61185702727186,0.303,0.078,2.8215035799309e-186
"SRSF7",2.64932470014302e-190,-1.4547050775539,0.257,0.492,7.18284912702776e-186
"CD37",5.92392165010278e-190,2.76271693916669,0.238,0.033,1.60609363777587e-185
"SLC12A2",9.1699702665928e-190,-3.11063891342524,0.026,0.173,2.48616233867864e-185
"PDIA3",1.38886474754392e-189,1.05303405509986,0.645,0.415,3.76549010354106e-185
"CX3CL1",2.49147473197379e-189,-5.00432420406002,0.005,0.119,6.75488629332735e-185
"CALR",2.29334448004268e-188,1.14351485507026,0.715,0.538,6.21771555429172e-184
"PDIA6",3.03492509880626e-188,1.41221717520114,0.491,0.243,8.22828892788354e-184
"RPS11",3.61072778600635e-188,-0.706902617001767,0.724,0.845,9.78940517342043e-184
"EPB41L4A-AS1",7.32806736154954e-188,-2.41051078575659,0.042,0.205,1.98678562306331e-183
"HNRNPDL",1.10608744395256e-187,-1.20397079638213,0.245,0.489,2.99882427804418e-183
"RGS10",8.71933858291091e-187,2.39343693333619,0.29,0.07,2.3639870765988e-182
"TPM3",1.22999051310528e-186,1.17987538691958,0.53,0.268,3.33475027913105e-182
"CD81",2.45179522475832e-186,1.28928353436854,0.52,0.254,6.64730721336475e-182
"SNX10",2.67561509695363e-186,2.8645031977938,0.242,0.038,7.25412765086067e-182
"ADA2",1.79885233794668e-185,4.44520715786241,0.188,0.009,4.87704845864104e-181
"STAC2",8.56379561864587e-185,-6.6913090046841,0.001,0.104,2.32181626812727e-180
"OLFML2B",1.3658567649305e-184,3.78507660662661,0.201,0.015,3.70311086107956e-180
"CXCL8",1.94732914121162e-184,2.28366429092235,0.338,0.118,5.27959876765295e-180
"ZFP36L2",2.24878002550835e-184,-1.41997560161852,0.238,0.473,6.09689240515825e-180
"SERPINA1",5.09875900494472e-184,0.708183144346884,0.433,0.15,1.38237554142061e-179
"HSPA8",5.84026488574866e-184,-1.38035928176265,0.649,0.763,1.58341261582418e-179
"RPL10",6.68830244642202e-184,-0.619015362038785,0.895,0.916,1.81333255927394e-179
"MFAP4",7.28313802489323e-184,-3.58466912340205,0.027,0.17,1.97460438130905e-179
"KIT",3.64936820861021e-183,-3.95931852171922,0.007,0.121,9.894167087184e-179
"RPS20",1.35341347118587e-182,-0.672643993602608,0.799,0.87,3.66937460307914e-178
"ATP6AP2",2.0782695976711e-182,1.39548597028905,0.451,0.202,5.63460453320589e-178
"SYK",4.11283162494009e-182,3.97958881177235,0.191,0.012,1.11507091015376e-177
"VIM",5.35162632863547e-181,1.22216532539385,0.687,0.51,1.45093293021965e-176
"HNRNPH1",9.44718983294804e-181,-1.74799600026039,0.1,0.299,2.56132210750887e-176
"TXNRD1",3.84426101461632e-180,-0.801439817781875,0.623,0.779,1.04225604628278e-175
"MPEG1",7.33650773272157e-180,5.85978454071545,0.172,0.003,1.98907397649547e-175
"SRSF2",2.4624856019628e-179,-1.26825637969056,0.294,0.525,6.67629096404154e-175
"EPSTI1",3.1499419901451e-179,2.44355820865161,0.245,0.043,8.5401227236814e-175
"ACTR2",3.66652363047459e-179,1.41012429961838,0.414,0.166,9.94067886694272e-175
"LAMB3",4.71632405845053e-179,-3.61318850012196,0.014,0.139,1.27868977872711e-174
"SFPQ",6.03533313816144e-179,-1.21081659084975,0.283,0.519,1.63629952041833e-174
"GABRP",4.67315525627741e-178,-5.11521253075185,0.003,0.106,1.26698585308193e-173
"MYADM",5.26132383020287e-178,-1.69159085751765,0.127,0.333,1.4264501168446e-173
"KMT2E",2.40077392706845e-177,-1.69003175071157,0.162,0.377,6.50897827106798e-173
"PAWR",2.45479240544671e-177,-2.20382536567987,0.047,0.208,6.65543316964712e-173
"CDKN1C",2.86231775410797e-177,-2.47383672112542,0.05,0.212,7.76031589493752e-173
"TBX3",3.36525132621647e-177,-3.11313887576321,0.02,0.152,9.1238693956381e-173
"WEE1",9.12950652982137e-177,-2.84363756875548,0.022,0.157,2.47519181036517e-172
"PLIN2",1.1526479921399e-176,2.1720818664656,0.414,0.186,3.12505923628971e-172
"HSPD1",6.33635702321004e-175,-1.7180616613743,0.34,0.547,1.71791311613271e-170
"MYLK",1.27133514754536e-174,-2.6938584222698,0.064,0.232,3.44684385202498e-170
"KCTD12",2.89106824906905e-174,2.1213660349372,0.292,0.078,7.83826423687602e-170
"TFEC",3.20822250449108e-174,4.85877176774238,0.171,0.005,8.69813285417621e-170
"NNMT",4.44154791811632e-174,-1.44033968028279,0.093,0.291,1.2041924715597e-169
"NAGA",9.5283081631884e-174,3.11783826372407,0.212,0.026,2.58331490920364e-169
"GLRX",1.22226727547401e-173,1.91763230701502,0.31,0.089,3.31381103726513e-169
"TCIM",6.85425610177045e-173,-3.17021530421784,0.042,0.194,1.858325914312e-168
"LSP1",1.10182519760676e-172,2.27343609725472,0.276,0.066,2.98726847575145e-168
"ARL5B",1.35405269287174e-172,-3.0659384678375,0.021,0.152,3.67110766091386e-168
"SPARCL1",1.61104935812204e-172,-0.538229227078218,0.091,0.294,4.36787701974048e-168
"VCAN",6.72998430648471e-172,3.43619805619031,0.272,0.071,1.82463334517413e-167
"MARCKSL1",1.4549196716929e-171,-1.63084718947897,0.104,0.3,3.94457821389379e-167
"SLAMF8",1.56557436071741e-171,6.41829566156231,0.162,0.002,4.24458520677703e-167
"RCAN1",2.25535083651978e-171,-3.19791110143855,0.032,0.172,6.11470718797244e-167
"ALOX5",2.65411440858488e-171,2.79781521008701,0.225,0.036,7.19583498455533e-167
"RPL6",2.79569017882633e-171,-1.02054646836661,0.329,0.563,7.57967521283394e-167
"DSG2",8.04884420304506e-171,-2.68482511645639,0.026,0.162,2.18220264032958e-166
"TMED9",9.15217323634011e-171,1.51424983287575,0.377,0.142,2.48133720783653e-166
"BAMBI",1.37337605875469e-170,-2.45602544500896,0.033,0.178,3.72349717049572e-166
"ATOX1",3.76725572589181e-170,1.54652608759701,0.384,0.15,1.02137837240379e-165
"C1orf54",1.18305729066995e-169,3.47653068735351,0.195,0.019,3.20750492646436e-165
"GMFG",1.95961853787247e-169,2.38442681804591,0.233,0.04,5.31291777987985e-165
"YBX1",2.34210785188047e-169,1.06176722822442,0.576,0.343,6.34992280801833e-165
"MYL6",2.64712710959919e-169,0.640318367237773,0.904,0.785,7.17689101954533e-165
"NDRG2",3.15697324176573e-168,-2.49246026113831,0.045,0.197,8.55918585307525e-164
"SNHG7",2.46993738609062e-167,-1.89960917855635,0.065,0.234,6.69649424116889e-163
"GDF15",3.96672513813581e-167,-4.11616834893194,0.022,0.15,1.07545851945138e-162
"IER5",3.98074417475669e-166,-1.43648818664729,0.187,0.404,1.07925936066004e-161
"SMIM25",5.77813803911028e-166,4.73990022177273,0.165,0.005,1.56656878516358e-161
"ARID5B",7.75932757289504e-166,-1.89864877595971,0.1,0.286,2.1037088915633e-161
"IFI6",1.62168699421853e-165,1.02958299472555,0.475,0.22,4.39671777872527e-161
"FERMT3",5.4166635324886e-165,3.57857243555979,0.183,0.014,1.46856581692831e-160
"RPL29",1.90453483666364e-164,-0.753095247522074,0.598,0.768,5.16357484916246e-160
"TGFBR3",1.96958922577547e-164,-3.06959855527659,0.017,0.139,5.33995030892244e-160
"ZEB2",2.03870317739659e-164,2.02933082610107,0.255,0.055,5.52733205455764e-160
"PLTP",2.25709809714195e-164,2.25470428987068,0.3,0.091,6.11944436097125e-160
"LRPAP1",2.36437964690929e-164,1.49295039663764,0.423,0.191,6.41030609870048e-160
"APBB1IP",5.67365238382836e-164,1.83431335394999,0.264,0.061,1.53824063430354e-159
"EIF4A3",4.10074821776731e-163,-1.81380125574434,0.15,0.348,1.11179485680107e-158
"EIF5",6.73107435132998e-163,-1.36411234803115,0.239,0.452,1.82492887813258e-158
"ACTR3",6.96828844226145e-163,1.44624700328561,0.395,0.165,1.88924236246593e-158
"RPL19",1.61577742940591e-162,-0.530134589492201,0.894,0.924,4.38069576660531e-158
"SNHG29",6.38073271544643e-162,-1.30773119510898,0.211,0.429,1.72994425381184e-157
"MFGE8",6.5923436128652e-162,-1.4513159618203,0.095,0.284,1.78731620032001e-157
"PIGR",1.10171976528469e-161,-5.56772473544935,0.005,0.104,2.98698262763986e-157
"CLDN3",3.54491814218701e-161,-2.45857880241783,0.081,0.248,9.61098206709743e-157
"ARGLU1",4.4895292646242e-161,-1.63156321292967,0.118,0.311,1.21720117422491e-156
"UBE2S",5.63968540090618e-161,-1.89955484580635,0.063,0.227,1.52903150589368e-156
"AP003498.3",1.58145319830717e-160,-4.49342522508103,0.005,0.102,4.2876359112504e-156
"LMNA",3.59400867318412e-160,-1.18867175723126,0.274,0.499,9.7440763147368e-156
"SBDS",5.41778495555093e-159,-1.4949117918806,0.151,0.351,1.46886985714897e-154
"UNC93B1",9.65950952058913e-159,2.79448852784707,0.209,0.032,2.61888622122212e-154
"OGN",6.2704236420726e-158,-4.13805198077879,0.01,0.115,1.70003725783872e-153
"ARIH1",1.4547789926448e-157,-2.56035154115557,0.047,0.195,3.94419680485859e-153
"CIAO2A",4.36929469524378e-157,1.79699262072461,0.298,0.091,1.18460317777449e-152
"ITGA6",6.4117944080663e-157,-2.69079335743698,0.031,0.164,1.73836569991493e-152
"MT-CO3",6.56643326635738e-157,-0.439472497103495,0.985,0.992,1.78029138717481e-152
"NRP1",2.77215528090417e-155,2.26568138613782,0.244,0.055,7.51586739758738e-151
"CMTM3",3.36005179597278e-155,1.68468046244033,0.351,0.135,9.1097724292414e-151
"MLF1",5.42002460676501e-155,-2.70396570496632,0.028,0.157,1.46947707138613e-150
"ATF4",1.06791703697726e-154,-1.3440107935627,0.163,0.368,2.89533667065276e-150
"OSCAR",1.57756953437551e-154,5.0972838544421,0.153,0.004,4.27710652159889e-150
"PECAM1",2.93926476294946e-154,2.13306008376763,0.215,0.036,7.96893462530859e-150
"TRIB1",2.15610356771596e-153,-1.99421876897184,0.1,0.275,5.84562799279151e-149
"CSRP1",3.71770997608277e-153,-1.85910753490105,0.127,0.31,1.00794552871556e-148
"H2BC12",3.92877598027679e-153,-2.58191471612482,0.033,0.166,1.06516974377264e-148
"MAGI1",1.13889165951935e-152,-3.36542289622806,0.015,0.127,3.08776306728887e-148
"PIK3AP1",1.19402862942905e-152,3.42560972052761,0.172,0.014,3.23725042010803e-148
"ACTG2",1.2900552587338e-152,-3.31667856237664,0.007,0.104,3.49759781747907e-148
"PPP1R10",5.4111043236303e-152,-2.1782380471521,0.053,0.203,1.46705860422265e-147
"MACROH2A1",6.74393370224834e-152,1.43855992836705,0.371,0.151,1.82841530535357e-147
"GM2A",7.20672852352412e-152,2.7632115726993,0.211,0.037,1.95388823729786e-147
"TMEM176A",1.23545070071564e-151,1.96814193926661,0.304,0.102,3.34955393978024e-147
"SDC4",4.93154039658336e-151,-2.05584590445723,0.061,0.217,1.33703923232168e-146
"OAT",4.94615727924181e-151,-1.56171658985232,0.115,0.299,1.34100216154804e-146
"IRF6",1.22259369550375e-150,-2.97059861783872,0.018,0.133,3.31469602724977e-146
"COL14A1",1.42942149612911e-150,-2.38232355928536,0.03,0.16,3.87544756030525e-146
"HSPA2",1.55219559343805e-150,-2.35164593647236,0.049,0.193,4.20831269292924e-146
"ENO1",1.79354775763178e-150,1.00409982926681,0.602,0.382,4.86266668049129e-146
"CDC42EP4",1.86250728267239e-150,-3.36265999393283,0.013,0.12,5.04962974478138e-146
"PDCD4",3.28707599211765e-150,-1.5488650758133,0.14,0.332,8.91192042982938e-146
"AKR1B1",1.15048772009696e-149,2.6331650808907,0.226,0.048,3.11920230672686e-145
"SLC15A3",1.70002929605292e-149,3.96100659089425,0.164,0.012,4.60911942745869e-145
"NAGK",2.5787479965408e-149,2.24928694788715,0.233,0.051,6.99150156822141e-145
"FNBP1L",5.94843134593763e-149,-1.91747077447648,0.062,0.217,1.61273870651061e-144
"HS3ST1",1.8265166910126e-148,3.08922365984386,0.197,0.03,4.95205205267335e-144
"ZC3H12A",1.31025606270611e-147,-2.62542324197222,0.026,0.149,3.55236623720881e-143
"GCHFR",1.40593387161306e-147,3.14560493414607,0.209,0.039,3.81176791271732e-143
"NCKAP1L",4.08518816367707e-147,3.2404602561202,0.172,0.017,1.10757621493613e-142
"RPL39",5.46165348777823e-147,-0.803164184263297,0.483,0.678,1.48076349360643e-142
"SNX2",5.52732807686755e-147,1.58568799248029,0.33,0.123,1.49856918820033e-142
"PLXDC2",9.56553773029148e-147,1.41787831390886,0.353,0.139,2.59340858943663e-142
"DYRK3",1.09018169729413e-146,-3.90666401951989,0.007,0.103,2.95570061770386e-142
"NPM1",7.8609722262202e-146,-0.888028593515595,0.434,0.635,2.13126678997282e-141
"GRINA",2.87599575624658e-145,1.28408805379544,0.412,0.193,7.79739969433572e-141
"WWTR1",3.57250393394394e-145,-2.59969659505621,0.028,0.151,9.68577266570881e-141
"LTF",5.46663074685613e-145,-2.80488309396018,0.04,0.173,1.48211292808763e-140
"HNRNPU",6.15369378504943e-145,-1.01133651026636,0.363,0.57,1.6683894590026e-140
"ANO1",2.13698427430681e-144,-2.420011163725,0.034,0.163,5.79379176450063e-140
"ATP5MC3",4.70738585513729e-144,1.0155275982574,0.515,0.287,1.27626645304482e-139
"RAMP3",5.07370885256708e-144,-4.6160923079456,0.008,0.102,1.37558394410799e-139
"FAM172A",6.02374697769645e-144,-0.969125919242008,0.323,0.538,1.63315828059306e-139
"CCR1",1.45404428670697e-143,4.34882262143807,0.146,0.005,3.94220487011995e-139
"BCL2A1",2.17830243892838e-143,2.40423131664432,0.193,0.03,5.90581357242263e-139
"NFIA",6.56988024957728e-143,-2.08312263086853,0.039,0.173,1.78122593326539e-138
"MYH11",8.48965200895748e-143,-3.3450376560377,0.008,0.103,2.30171445266855e-138
"YTHDC1",9.80676788111577e-143,-1.54774716849273,0.101,0.275,2.65881090792811e-138
"HNRNPA0",1.3922522466134e-142,-1.28665685150672,0.152,0.346,3.77467429101824e-138
"UAP1",1.57652400277681e-142,-2.14678260975272,0.054,0.198,4.27427187632847e-138
"SVIL",2.04413636883831e-142,-2.11362583632282,0.048,0.187,5.54206252319442e-138
"ITGA2",2.1346459827117e-142,-3.09680745813096,0.014,0.118,5.78745218832797e-138
"STAT1",2.70355897171507e-142,1.52862045760028,0.382,0.172,7.32988908411389e-138
"PMAIP1",3.36888501204366e-142,-1.89450331264231,0.082,0.243,9.13372104465276e-138
"H2BC5",7.43731041331032e-142,-1.80955965505075,0.076,0.235,2.01640359925669e-137
"BEX2",8.62456011497054e-142,-3.16897374214389,0.013,0.116,2.33829073837081e-137
"PTPRK",9.97606171042645e-142,-1.69759502261222,0.072,0.23,2.70470985093082e-137
"EIF4B",1.06962627192185e-141,-1.50876585701156,0.101,0.274,2.89997074843451e-137
"THEMIS2",1.16923706607413e-141,3.9327160631693,0.152,0.009,3.17003553354017e-137
"SDF2L1",1.21271161157251e-141,2.19630729825538,0.242,0.063,3.28790372129539e-137
"KLF6",4.08717313520337e-141,-1.15157109310594,0.337,0.543,1.10811438041634e-136
"FUS",5.5750347676524e-141,-1.09073852265044,0.27,0.481,1.51150342620592e-136
"CRIM1",1.21999016245092e-140,-2.82189311449425,0.021,0.133,3.30763732843693e-136
"SIGLEC1",1.41894491956734e-140,6.80299851462387,0.134,0.001,3.84704346593098e-136
"LAMTOR2",1.91973676359177e-140,1.56934931245717,0.304,0.104,5.20479031345001e-136
"LINC01500",1.4254132778178e-139,-1.54755282070908,0.088,0.254,3.86458047881962e-135
"HNRNPA1P48",1.54332549450072e-139,-1.56382370852922,0.09,0.256,4.18426408069034e-135
"CD36",1.79126196803012e-139,2.54454901059729,0.211,0.043,4.85646944772327e-135
"GAA",3.67740459781592e-139,2.07629215352778,0.238,0.061,9.97017934559852e-135
"CCNG2",4.42827521840453e-139,-2.027337785133,0.048,0.186,1.20059397721384e-134
"SGCE",6.28228279335595e-139,-2.21989460259725,0.04,0.171,1.70325251093467e-134
"VASN",6.54834301308759e-138,-2.66942908311816,0.025,0.14,1.77538675770831e-133
"ZFAND5",9.08767275627982e-138,-1.27684345293031,0.205,0.401,2.46384983768258e-133
"ABCA1",1.13196260214917e-137,2.67958111324343,0.193,0.033,3.06897700694683e-133
"FOLR2",1.28282453704701e-137,6.39729133107254,0.136,0.003,3.47799388484185e-133
"AHNAK",1.40294045599424e-137,-1.03138871656372,0.279,0.491,3.80365216429157e-133
"PCF11",2.79558522725843e-137,-1.90191084548626,0.075,0.228,7.57939066814306e-133
"ABHD12",3.28793060476763e-137,1.88797126014964,0.257,0.075,8.914237455646e-133
"RSRC2",1.21307427724307e-136,-1.34710184490737,0.158,0.345,3.28888698046141e-132
"DDX17",1.58234210124632e-136,-1.17557283699822,0.17,0.367,4.29004590489902e-132
"TMBIM6",3.60835272919969e-136,0.649500154805944,0.724,0.508,9.78296591940621e-132
"EGFR",4.61278660666565e-136,-3.52806861363361,0.009,0.101,1.25061870479919e-131
"EVI2B",3.69778746875689e-135,2.85193496889684,0.17,0.021,1.00254413852937e-130
"LAMA3",1.04469285006388e-134,-3.60791652362101,0.009,0.102,2.8323712550932e-130
"MED13L",1.07130584922509e-134,-1.51321373838619,0.118,0.293,2.90452441841907e-130
"SLC38A2",1.7399598664704e-134,-1.38798750152363,0.144,0.328,4.71737918997455e-130
"PPP1R15B",2.02764475820855e-134,-1.87409063698538,0.066,0.214,5.49735046845501e-130
"GLIPR1",2.17351578580018e-134,1.6963361265199,0.276,0.089,5.89283599846146e-130
"FAU",7.12034898811222e-134,-0.639431383839269,0.76,0.821,1.93046901765699e-129
"CMYA5",1.1434278717344e-133,-3.03367574031025,0.012,0.109,3.1000616458463e-129
"HOOK2",2.18363302146494e-133,-1.86158403194393,0.061,0.205,5.92026584779575e-129
"NEDD4L",5.72961380553619e-133,-2.48044381727639,0.029,0.145,1.55341289495697e-128
"PBX1",1.24369328267741e-132,-1.90245091988551,0.05,0.186,3.37190122799501e-128
"IGHG4",1.26026307526437e-132,7.73000073235684,0.19,0.035,3.41682524965675e-128
"NCF4",2.44193200574546e-132,3.572862895656,0.148,0.011,6.62056605397709e-128
"GPSM3",2.72555566004116e-132,2.07163284131599,0.209,0.044,7.38952650550359e-128
"MGP",2.75481081784106e-132,0.726193751504309,0.458,0.734,7.46884308933067e-128
"LILRB2",6.76225314778845e-132,5.86880667064468,0.129,0.002,1.83338207342841e-127
"ALDH2",7.68479794257701e-132,1.9218670494863,0.252,0.075,2.08350241819148e-127
"TPI1",1.0947276590307e-131,0.969592519619582,0.628,0.452,2.96802562916404e-127
"RND1",1.23414769650136e-131,-3.73366172569946,0.011,0.105,3.34602123475448e-127
"BLVRB",1.55521140324425e-131,1.57290557957265,0.368,0.173,4.2164891564758e-127
"IGFBP4",1.86791720841963e-131,-1.17310419772756,0.158,0.348,5.06429713546731e-127
"ATP6V0D1",2.18657727723742e-131,1.76663186996696,0.268,0.086,5.92824831404609e-127
"SNHG1",3.27091684238953e-131,-2.38818279922791,0.033,0.152,8.86810974308649e-127
"KRT19",7.08136555622258e-131,-0.486961986200684,0.197,0.405,1.91989982960307e-126
"HNMT",8.83939985877208e-131,1.72124287591864,0.269,0.087,2.39653808971029e-126
"FAM49B",1.26250110945977e-130,1.57865310625873,0.275,0.089,3.42289300796734e-126
"NCALD",1.30485261406548e-130,-3.41902228561211,0.011,0.103,3.53771640725433e-126
"SORBS2",3.8647386679693e-130,-2.77728238260924,0.018,0.12,1.04780794765984e-125
"CANX",5.28790039037007e-130,0.895155857879425,0.6,0.404,1.43365555383713e-125
"DMKN",6.9489838209999e-130,-2.55335957496095,0.021,0.128,1.88400849354949e-125
"MT-ND4",1.36739926357533e-129,-0.396010862569542,0.978,0.987,3.70729288340543e-125
"THBS1",3.55262589517024e-129,-1.56717721866001,0.072,0.221,9.63187932698555e-125
